3,0,3,g10 (機會是留給準備好的人),Re,Sun May 23 08:59:54 2021
1,0,1,emuless (emuless),[問卦] 說謊騙人也可以校正回歸嗎,Sun May 23 08:15:09 2021
1,1,0,nick55chen (HATE_Chi),[問卦] 綫性回歸最慘的案例是香港嗎？,Sun May 23 08:14:11 2021
8,0,8,meltdown (自己只有自己而已),[問卦]跑飛鏢酒吧的機師安全下庄了吧?,Sun May 23 08:57:20 2021
2,0,2,AASoymilk (AASoymilk),[問卦] 防範認知作戰是調查局的工作嗎？,Sun May 23 09:43:09 2021
1,2,-1,ilove640 (子夜),Re,Sun May 23 02:32:45 2021
3,3,0,semna (11),Re,Sun May 23 02:43:15 2021
8,5,3,winnabe (請你不要迷戀哥),[問卦] 譚得塞 塞哥484其實還滿挺台灣的？,Sun May 23 09:38:34 2021
6,2,4,martylin (XYZ),[問卦] 自發性封城真的是台灣人的素質？,Sun May 23 08:16:59 2021
7,6,1,sf910132 (飛過天空的羽毛yy),"[問卦] 警察局隨時可進入,看到警察用餐要檢舉?",Sun May 23 09:42:33 2021
0,0,0,ppp123 (鋼鐵韓粉-P哥),[問卦] 如果實名QR  走進足跡店內會怎樣？,Sun May 23 10:05:33 2021
20,27,-7,hong1126 (ⒽⓄⓃⒼ①①②⑥是喵),[問卦]   想打上海復星BNT的請進,Sun May 23 08:05:33 2021
9,0,9,Dinenger (低能兒),[問卦] 偷偷蓋牌不會被人發現吧？,Sun May 23 02:15:07 2021
1,1,0,enderboy7652 (要憐憫戰人仔),[問卦] 484應該要還給新一代一個公道,Sun May 23 09:47:13 2021
8,1,7,abc0312 (ABC),Re,Sun May 23 07:38:16 2021
8,6,2,medlife0830 (allen game),[問卦] 如果台灣不是民主國家了？,Sun May 23 08:31:55 2021
23,9,14,anono (nono),Re,Sun May 23 08:37:56 2021
4,3,1,musicaledio (桃機金泰坪),[問卦] 現在假日去北車該穿什麼的八卦,Sun May 23 01:38:04 2021
9,2,7,jazzcai (如果有一天),[問卦] 今天會是幾加幾再加幾？,Sun May 23 09:06:42 2021
76,43,33,NARUTO (鳴人),[問卦] 為什麼國產疫苗研發速度遠遠地落後世界？,Sun May 23 07:44:51 2021
6,0,6,ZengMaktub (YOYOMAK),[問卦] 所以政府補助方案出來了嗎,Sun May 23 06:54:42 2021
4,0,4,manphis (...),[問卦] 台灣人施打疫苗的數量,Sun May 23 09:19:48 2021
3,0,3,JyumonjiKaho (十文字かほ),[新聞] 奈及利亞陸軍參謀長墜機亡 正值北部平亂,Sun May 23 07:26:36 2021
5,2,3,mikemagic88 (Mikemagic88),Re,Sun May 23 03:55:39 2021
31,34,-3,GreenBeret (綠扁帽),[問卦] 只有我覺得上海復星根本不想賣bnt給台灣?,Sun May 23 01:59:29 2021
10,0,10,POWERSERIES (Zen),[問卦] Donki Donki 老闆現在在想什麼,Sun May 23 09:52:23 2021
113,6,107,littlered112 (H.B.Rothschild),[問卦] 一天開兩次會的意義,Sun May 23 09:48:47 2021
17,6,11,bjqs0827 (sqangela),Re,Sun May 23 09:31:17 2021
8,0,8,lelena (智慧之神-透特),"[問卦] 如果產線確診,需不需要整間公司關閉八卦?",Sun May 23 09:23:42 2021
7,1,6,NotOrdinary (習慣就好),[問卦] 是不是有「造神學系」啊？,Sun May 23 09:26:11 2021
12,1,11,sodistrues (true),[問卦] 喝了泰國富江nanno的血能抗武漢肺炎嗎？,Sun May 23 08:44:19 2021
1,0,1,Bainite (黑羽毛 ┐(′д`)┌),Re,Sun May 23 05:45:20 2021
